"team_name","conference_id","team_url","division","year","team_id","conference","season_id"
"NIU","875","/teams/509123",1,2021,503,"MAC",15580
"Ohio","875","/teams/509130",1,2021,519,"MAC",15580
"Toledo","875","/teams/508898",1,2021,709,"MAC",15580
"Western Mich.","875","/teams/508921",1,2021,774,"MAC",15580
"Bethune-Cookman","876","/teams/508972",1,2021,61,"MEAC",15580
"Coppin St.","876","/teams/509007",1,2021,165,"MEAC",15580
"Delaware St.","876","/teams/509013",1,2021,178,"MEAC",15580
"Delaware St.","876","/teams/509013",1,2021,178,"MEAC",15580
"Florida A&M","876","/teams/509024",1,2021,228,"MEAC",15580
"Florida A&M","876","/teams/509024",1,2021,228,"MEAC",15580
"N.C. A&T","876","/teams/509116",1,2021,488,"MEAC",15580
"N.C. Central","876","/teams/509117",1,2021,489,"MEAC",15580
"Norfolk St.","876","/teams/509115",1,2021,485,"MEAC",15580
"UMES","876","/teams/509081",1,2021,393,"MEAC",15580
"Bradley","884","/teams/508976",1,2021,72,"MVC",15580
"DBU","884","/teams/508934",1,2021,1045,"MVC",15580
"Evansville","884","/teams/509021",1,2021,219,"MVC",15580
"Illinois St.","884","/teams/509047",1,2021,299,"MVC",15580
"Illinois St.","884","/teams/509047",1,2021,299,"MVC",15580
"Indiana St.","884","/teams/509050",1,2021,305,"MVC",15580
"Indiana St.","884","/teams/509050",1,2021,305,"MVC",15580
"Missouri St.","884","/teams/509181",1,2021,669,"MVC",15580
"Missouri St.","884","/teams/509181",1,2021,669,"MVC",15580
"Southern Ill.","884","/teams/509177",1,2021,659,"MVC",15580
"Valparaiso","884","/teams/508906",1,2021,735,"MVC",15580
"Air Force","5486","/teams/508902",1,2021,721,"Mountain West",15580
"Fresno St.","5486","/teams/508984",1,2021,96,"Mountain West",15580
"Nevada","5486","/teams/509108",1,2021,466,"Mountain West",15580
"New Mexico","5486","/teams/509111",1,2021,473,"Mountain West",15580
"San Diego St.","5486","/teams/509163",1,2021,626,"Mountain West",15580
"San Diego St.","5486","/teams/509163",1,2021,626,"Mountain West",15580
"San Jose St.","5486","/teams/509166",1,2021,630,"Mountain West",15580
"UNLV","5486","/teams/509107",1,2021,465,"Mountain West",15580
"Bryant","846","/teams/508979",1,2021,81,"NEC",15580
"Central Conn. St.","846","/teams/508997",1,2021,127,"NEC",15580
"FDU","846","/teams/509023",1,2021,222,"NEC",15580
"LIU","846","/teams/509068",1,2021,361,"NEC",15580
"Merrimack","846","/teams/508931",1,2021,410,"NEC",15580
"Mount St. Mary's","846","/teams/509098",1,2021,450,"NEC",15580
"Sacred Heart","846","/teams/509154",1,2021,590,"NEC",15580
"Wagner","846","/teams/508913",1,2021,748,"NEC",15580
"Austin Peay","902","/teams/508968",1,2021,43,"OVC",15580
"Belmont","902","/teams/508946",1,2021,14927,"OVC",15580
"Eastern Ill.","902","/teams/509018",1,2021,201,"OVC",15580
"Eastern Ky.","902","/teams/509019",1,2021,202,"OVC",15580
"Jacksonville St.","902","/teams/509056",1,2021,315,"OVC",15580
"Jacksonville St.","902","/teams/509056",1,2021,315,"OVC",15580
"Morehead St.","902","/teams/509097",1,2021,444,"OVC",15580
"Murray St.","902","/teams/509099",1,2021,454,"OVC",15580
"SIUE","902","/teams/509178",1,2021,660,"OVC",15580
"Southeast Mo. St.","902","/teams/509174",1,2021,654,"OVC",15580
"Tennessee Tech","902","/teams/509188",1,2021,692,"OVC",15580
"Tennessee Tech","902","/teams/509188",1,2021,692,"OVC",15580
"UT Martin","902","/teams/509190",1,2021,695,"OVC",15580
"Arizona","905","/teams/508963",1,2021,29,"Pac-12",15580
"Arizona St.","905","/teams/508962",1,2021,28,"Pac-12",15580
"Arizona St.","905","/teams/508962",1,2021,28,"Pac-12",15580
"California","905","/teams/508990",1,2021,107,"Pac-12",15580
"Oregon","905","/teams/509136",1,2021,529,"Pac-12",15580
"Oregon St.","905","/teams/509135",1,2021,528,"Pac-12",15580
"Oregon St.","905","/teams/509135",1,2021,528,"Pac-12",15580
"Southern California","905","/teams/509176",1,2021,657,"Pac-12",15580
"Southern California","905","/teams/509176",1,2021,657,"Pac-12",15580
"Stanford","905","/teams/509184",1,2021,674,"Pac-12",15580
"UCLA","905","/teams/508993",1,2021,110,"Pac-12",15580
"Utah","905","/teams/508905",1,2021,732,"Pac-12",15580
"Washington","905","/teams/508916",1,2021,756,"Pac-12",15580
"Washington St.","905","/teams/508915",1,2021,754,"Pac-12",15580
"Washington St.","905","/teams/508915",1,2021,754,"Pac-12",15580
"Army West Point","838","/teams/508903",1,2021,725,"Patriot",15580
"Bucknell","838","/teams/508980",1,2021,83,"Patriot",15580
"Holy Cross","838","/teams/509044",1,2021,285,"Patriot",15580
"Lafayette","838","/teams/509064",1,2021,342,"Patriot",15580
"Lehigh","838","/teams/509066",1,2021,352,"Patriot",15580
"Navy","838","/teams/508904",1,2021,726,"Patriot",15580
"Alabama","911","/teams/508957",1,2021,8,"SEC",15580
"Arkansas","911","/teams/508965",1,2021,31,"SEC",15580
"Auburn","911","/teams/508967",1,2021,37,"SEC",15580
"Florida","911","/teams/509028",1,2021,235,"SEC",15580
"Georgia","911","/teams/509037",1,2021,257,"SEC",15580
"Kentucky","911","/teams/509062",1,2021,334,"SEC",15580
"LSU","911","/teams/509070",1,2021,365,"SEC",15580
"Mississippi St.","911","/teams/509092",1,2021,430,"SEC",15580
"Missouri","911","/teams/509095",1,2021,434,"SEC",15580
"Ole Miss","911","/teams/509094",1,2021,433,"SEC",15580
"South Carolina","911","/teams/509171",1,2021,648,"SEC",15580
"Tennessee","911","/teams/509189",1,2021,694,"SEC",15580
"Texas A&M","911","/teams/508891",1,2021,697,"SEC",15580
"Texas A&M","911","/teams/508891",1,2021,697,"SEC",15580
"Vanderbilt","911","/teams/508907",1,2021,736,"SEC",15580
"Alabama A&M","916","/teams/508955",1,2021,6,"SWAC",15580
"Alabama A&M","916","/teams/508955",1,2021,6,"SWAC",15580
"Alabama St.","916","/teams/508956",1,2021,7,"SWAC",15580
"Alabama St.","916","/teams/508956",1,2021,7,"SWAC",15580
"Alcorn","916","/teams/508960",1,2021,17,"SWAC",15580
"Ark.-Pine Bluff","916","/teams/508941",1,2021,2678,"SWAC",15580
"Grambling","916","/teams/509039",1,2021,261,"SWAC",15580
"Jackson St.","916","/teams/509055",1,2021,314,"SWAC",15580
"Mississippi Val.","916","/teams/509093",1,2021,432,"SWAC",15580
"Prairie View","916","/teams/509144",1,2021,553,"SWAC",15580
"Southern U.","916","/teams/509180",1,2021,665,"SWAC",15580
"Texas Southern","916","/teams/508893",1,2021,699,"SWAC",15580
"Texas Southern","916","/teams/508893",1,2021,699,"SWAC",15580
"ETSU","912","/teams/509017",1,2021,198,"SoCon",15580
"Mercer","912","/teams/509085",1,2021,406,"SoCon",15580
"Samford","912","/teams/509162",1,2021,625,"SoCon",15580
"The Citadel","912","/teams/509002",1,2021,141,"SoCon",15580
"UNC Greensboro","912","/teams/509103",1,2021,459,"SoCon",15580
"VMI","912","/teams/508910",1,2021,741,"SoCon",15580
"Western Caro.","912","/teams/508918",1,2021,769,"SoCon",15580
"Wofford","912","/teams/508944",1,2021,2915,"SoCon",15580
"A&M-Corpus Christi","914","/teams/508948",1,2021,26172,"Southland",15580
"Abilene Christian","914","/teams/508954",1,2021,2,"Southland",15580
"Central Ark.","914","/teams/508930",1,2021,1004,"Southland",15580
"Houston Christian","914","/teams/509045",1,2021,287,"Southland",15580
"Houston Christian","914","/teams/509045",1,2021,287,"Southland",15580
"Lamar University","914","/teams/509065",1,2021,346,"Southland",15580
"McNeese","914","/teams/509083",1,2021,402,"Southland",15580
"New Orleans","914","/teams/509112",1,2021,474,"Southland",15580
"Nicholls","914","/teams/509114",1,2021,483,"Southland",15580
"Northwestern St.","914","/teams/509125",1,2021,508,"Southland",15580
"Northwestern St.","914","/teams/509125",1,2021,508,"Southland",15580
"SFA","914","/teams/509185",1,2021,676,"Southland",15580
"Sam Houston","914","/teams/509161",1,2021,624,"Southland",15580
"Sam Houston","914","/teams/509161",1,2021,624,"Southland",15580
"Southeastern La.","914","/teams/509175",1,2021,655,"Southland",15580
"UIW","914","/teams/508943",1,2021,2743,"Southland",15580
"North Dakota St.","819","/teams/509119",1,2021,493,"Summit League",15580
"Omaha","819","/teams/509106",1,2021,464,"Summit League",15580
"Oral Roberts","819","/teams/509134",1,2021,527,"Summit League",15580
"South Dakota St.","819","/teams/509172",1,2021,649,"Summit League",15580
"Western Ill.","819","/teams/508919",1,2021,771,"Summit League",15580
"App State","818","/teams/508961",1,2021,27,"Sun Belt",15580
"Arkansas St.","818","/teams/508964",1,2021,30,"Sun Belt",15580
"Arkansas St.","818","/teams/508964",1,2021,30,"Sun Belt",15580
"Coastal Carolina","818","/teams/509004",1,2021,149,"Sun Belt",15580
"Ga. Southern","818","/teams/509034",1,2021,253,"Sun Belt",15580
"Georgia St.","818","/teams/509035",1,2021,254,"Sun Belt",15580
"Georgia St.","818","/teams/509035",1,2021,254,"Sun Belt",15580
"Little Rock","818","/teams/508966",1,2021,32,"Sun Belt",15580
"Louisiana","818","/teams/509183",1,2021,671,"Sun Belt",15580
"South Alabama","818","/teams/509170",1,2021,646,"Sun Belt",15580
"South Alabama","818","/teams/509170",1,2021,646,"Sun Belt",15580
"Texas St.","818","/teams/509182",1,2021,670,"Sun Belt",15580
"Texas St.","818","/teams/509182",1,2021,670,"Sun Belt",15580
"Troy","818","/teams/508900",1,2021,716,"Sun Belt",15580
"ULM","818","/teams/509120",1,2021,498,"Sun Belt",15580
"UT Arlington","818","/teams/508895",1,2021,702,"Sun Belt",15580
"Cincinnati","823","/teams/509001",1,2021,140,"AAC",15580
"East Carolina","823","/teams/509016",1,2021,196,"AAC",15580
"Houston","823","/teams/509046",1,2021,288,"AAC",15580
"Memphis","823","/teams/509084",1,2021,404,"AAC",15580
"South Fla.","823","/teams/509173",1,2021,651,"AAC",15580
"Tulane","823","/teams/508901",1,2021,718,"AAC",15580
"UCF","823","/teams/508998",1,2021,128,"AAC",15580
"Wichita St.","823","/teams/508922",1,2021,782,"AAC",15580
"California Baptist","923","/teams/508953",1,2021,30135,"WAC",15580
"California Baptist","923","/teams/508953",1,2021,30135,"WAC",15580
"Grand Canyon","923","/teams/508937",1,2021,1104,"WAC",15580
"New Mexico St.","923","/teams/509110",1,2021,472,"WAC",15580
"New Mexico St.","923","/teams/509110",1,2021,472,"WAC",15580
"Northern Colo.","923","/teams/509122",1,2021,502,"WAC",15580
"Sacramento St.","923","/teams/508988",1,2021,102,"WAC",15580
"Seattle U","923","/teams/508940",1,2021,1356,"WAC",15580
"Tarleton St.","923","/teams/509348",1,2021,1395,"WAC",15580
"UTRGV","923","/teams/509138",1,2021,536,"WAC",15580
"Utah Tech","923","/teams/509412",1,2021,30095,"WAC",15580
"Utah Tech","923","/teams/509412",1,2021,30095,"WAC",15580
"Utah Valley","923","/teams/508951",1,2021,30024,"WAC",15580
"Utah Valley","923","/teams/508951",1,2021,30024,"WAC",15580
"BYU","922","/teams/508977",1,2021,77,"WCC",15580
"Gonzaga","922","/teams/509038",1,2021,260,"WCC",15580
"LMU (CA)","922","/teams/509074",1,2021,370,"WCC",15580
"Pacific","922","/teams/509137",1,2021,534,"WCC",15580
"Pepperdine","922","/teams/509141",1,2021,541,"WCC",15580
"Portland","922","/teams/509143",1,2021,551,"WCC",15580
"Saint Mary's (CA)","922","/teams/509159",1,2021,610,"WCC",15580
"San Diego","922","/teams/509164",1,2021,627,"WCC",15580
"San Francisco","922","/teams/509165",1,2021,629,"WCC",15580
"Santa Clara","922","/teams/509167",1,2021,631,"WCC",15580
"Boston College","821","/teams/526359",1,2022,67,"ACC",15860
"Clemson","821","/teams/526387",1,2022,147,"ACC",15860
"Duke","821","/teams/526399",1,2022,193,"ACC",15860
"Florida St.","821","/teams/526411",1,2022,234,"ACC",15860
"Florida St.","821","/teams/526411",1,2022,234,"ACC",15860
"Georgia Tech","821","/teams/526419",1,2022,255,"ACC",15860
"Georgia Tech","821","/teams/526419",1,2022,255,"ACC",15860
"Louisville","821","/teams/526455",1,2022,367,"ACC",15860
"Miami (FL)","821","/teams/526470",1,2022,415,"ACC",15860
"NC State","821","/teams/526501",1,2022,490,"ACC",15860
"North Carolina","821","/teams/526484",1,2022,457,"ACC",15860
"Notre Dame","821","/teams/526510",1,2022,513,"ACC",15860
"Pittsburgh","821","/teams/526525",1,2022,545,"ACC",15860
"Virginia","821","/teams/526298",1,2022,746,"ACC",15860
"Virginia Tech","821","/teams/526297",1,2022,742,"ACC",15860
"Virginia Tech","821","/teams/526297",1,2022,742,"ACC",15860
"Wake Forest","821","/teams/526300",1,2022,749,"ACC",15860
"Bellarmine","920","/teams/526574",1,2022,52,"ASUN",15860
"Central Ark.","920","/teams/526316",1,2022,1004,"ASUN",15860
"Eastern Ky.","920","/teams/526403",1,2022,202,"ASUN",15860
"FGCU","920","/teams/526335",1,2022,28755,"ASUN",15860
"Jacksonville","920","/teams/526440",1,2022,316,"ASUN",15860
"Jacksonville St.","920","/teams/526439",1,2022,315,"ASUN",15860
"Jacksonville St.","920","/teams/526439",1,2022,315,"ASUN",15860
"Kennesaw St.","920","/teams/526323",1,2022,1157,"ASUN",15860
"Liberty","920","/teams/526450",1,2022,355,"ASUN",15860
"Lipscomb","920","/teams/526334",1,2022,28600,"ASUN",15860
"North Ala.","920","/teams/526337",1,2022,487,"ASUN",15860
"North Florida","920","/teams/526327",1,2022,2711,"ASUN",15860
"North Florida","920","/teams/526327",1,2022,2711,"ASUN",15860
"Stetson","920","/teams/526569",1,2022,678,"ASUN",15860
"Binghamton","845","/teams/526358",1,2022,62,"America East",15860
"Hartford","845","/teams/526423",1,2022,272,"America East",15860
"Maine","845","/teams/526458",1,2022,380,"America East",15860
"NJIT","845","/teams/526492",1,2022,471,"America East",15860
"Stony Brook","845","/teams/526570",1,2022,683,"America East",15860
"UAlbany","845","/teams/526344",1,2022,14,"America East",15860
"UMBC","845","/teams/526462",1,2022,391,"America East",15860
"UMass Lowell","845","/teams/526456",1,2022,368,"America East",15860
"Davidson","820","/teams/526395",1,2022,173,"Atlantic 10",15860
"Dayton","820","/teams/526396",1,2022,175,"Atlantic 10",15860
"Fordham","820","/teams/526413",1,2022,236,"Atlantic 10",15860
"George Mason","820","/teams/526414",1,2022,248,"Atlantic 10",15860
"George Washington","820","/teams/526415",1,2022,249,"Atlantic 10",15860
"George Washington","820","/teams/526415",1,2022,249,"Atlantic 10",15860
"Massachusetts","820","/teams/526465",1,2022,400,"Atlantic 10",15860
"Rhode Island","820","/teams/526532",1,2022,572,"Atlantic 10",15860
"Richmond","820","/teams/526534",1,2022,575,"Atlantic 10",15860
"Saint Joseph's","820","/teams/526540",1,2022,606,"Atlantic 10",15860
"Saint Louis","820","/teams/526541",1,2022,609,"Atlantic 10",15860
"St. Bonaventure","820","/teams/526538",1,2022,596,"Atlantic 10",15860
"VCU","820","/teams/526295",1,2022,740,"Atlantic 10",15860
"Baylor","25354","/teams/526356",1,2022,51,"Big 12",15860
"Kansas","25354","/teams/526443",1,2022,328,"Big 12",15860
"Kansas St.","25354","/teams/526442",1,2022,327,"Big 12",15860
"Kansas St.","25354","/teams/526442",1,2022,327,"Big 12",15860
"Oklahoma","25354","/teams/526515",1,2022,522,"Big 12",15860
"Oklahoma St.","25354","/teams/526514",1,2022,521,"Big 12",15860
"Oklahoma St.","25354","/teams/526514",1,2022,521,"Big 12",15860
"TCU","25354","/teams/526278",1,2022,698,"Big 12",15860
"Texas","25354","/teams/526282",1,2022,703,"Big 12",15860
"Texas Tech","25354","/teams/526280",1,2022,700,"Big 12",15860
"Texas Tech","25354","/teams/526280",1,2022,700,"Big 12",15860
"West Virginia","25354","/teams/526303",1,2022,768,"Big 12",15860
"West Virginia","25354","/teams/526303",1,2022,768,"Big 12",15860
"Butler","30184","/teams/526366",1,2022,87,"Big East",15860
"Creighton","30184","/teams/526393",1,2022,169,"Big East",15860
"Georgetown","30184","/teams/526416",1,2022,251,"Big East",15860
"Seton Hall","30184","/teams/526551",1,2022,635,"Big East",15860
"St. John's (NY)","30184","/teams/526539",1,2022,603,"Big East",15860
"UConn","30184","/teams/526390",1,2022,164,"Big East",15860
"Villanova","30184","/teams/526294",1,2022,739,"Big East",15860
"Xavier","30184","/teams/526313",1,2022,812,"Big East",15860
"Campbell","826","/teams/526380",1,2022,115,"Big South",15860
"Charleston So.","826","/teams/526355",1,2022,48,"Big South",15860
"Gardner-Webb","826","/teams/526321",1,2022,1092,"Big South",15860
"High Point","826","/teams/526332",1,2022,19651,"Big South",15860
"Longwood","826","/teams/526452",1,2022,363,"Big South",15860
"N.C. A&T","826","/teams/526499",1,2022,488,"Big South",15860
"Presbyterian","826","/teams/526324",1,2022,1320,"Big South",15860
"Radford","826","/teams/526531",1,2022,563,"Big South",15860
"UNC Asheville","826","/teams/526483",1,2022,456,"Big South",15860
"USC Upstate","826","/teams/526330",1,2022,10411,"Big South",15860
"Winthrop","826","/teams/526310",1,2022,792,"Big South",15860
"Illinois","827","/teams/526431",1,2022,301,"Big Ten",15860
"Indiana","827","/teams/526434",1,2022,306,"Big Ten",15860
